#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-2.636810e-16 1.000000e+00 -5.713089e-16 1.270043e+00 -1.230511e-15 1.817646e+00 1.000000e-16 -3.751608e+00 1.000000e-16 1.112728e+00 1.000000e-16 2.613605e-01 
-1.606295e-15 1.000000e+00 -9.880581e-15 2.888834e+00 -7.983732e-14 1.344002e+01 1.000000e-16 4.685111e-01 1.000000e-16 5.444848e-03 1.000000e-16 7.533187e-07 
-1.212432e-15 1.000000e+00 -2.667349e-15 1.550474e+00 -5.819671e-15 2.860696e+00 1.000000e-16 -1.154294e+00 1.000000e-16 1.789621e-01 1.000000e-16 1.280972e-01 
-1.217796e-15 1.000000e+00 -2.820160e-15 1.599818e+00 -6.153077e-15 3.090193e+00 1.000000e-16 -1.121318e+00 1.000000e-16 3.012222e-01 1.000000e-16 7.092510e-02 
-9.132396e-18 1.000000e+00 -1.978686e-17 1.141449e+00 -4.566198e-17 1.412737e+00 1.000000e-16 -6.372698e+00 1.000000e-16 1.520735e+00 1.000000e-16 8.024643e-01 
-1.036997e-15 1.000000e+00 -2.264134e-15 1.999423e+00 -5.296467e-15 5.278131e+00 1.000000e-16 -2.740089e-01 1.000000e-16 1.912583e-01 1.000000e-16 5.807919e-04 
-3.076737e-16 1.000000e+00 -6.666263e-16 1.287702e+00 -1.538368e-15 1.871511e+00 1.000000e-16 -3.234402e+00 1.000000e-16 7.286438e-01 1.000000e-16 3.309001e-01 
-7.175660e-16 1.000000e+00 -1.435132e-15 1.464310e+00 -3.229047e-15 2.544576e+00 1.000000e-16 -2.224622e+00 1.000000e-16 8.937710e-01 1.000000e-16 1.403065e-02 
-1.383491e-15 1.000000e+00 -7.931994e-15 2.771783e+00 -6.022316e-14 1.198458e+01 1.000000e-16 4.266015e-01 1.000000e-16 1.321516e-02 1.000000e-16 3.876503e-06 
-1.134006e-15 1.000000e+00 -2.520014e-15 1.574652e+00 -5.544030e-15 2.966638e+00 1.000000e-16 -1.081375e+00 1.000000e-16 1.894677e-01 1.000000e-16 1.106397e-01 
-1.034350e-15 1.000000e+00 -2.176258e-15 2.066430e+00 -5.218927e-15 5.714540e+00 1.000000e-16 -1.673045e-01 1.000000e-16 1.613102e-01 1.000000e-16 3.685984e-05 
-4.326343e-16 1.000000e+00 -9.888785e-16 1.334830e+00 -2.224977e-15 2.039237e+00 1.000000e-16 -2.942465e+00 1.000000e-16 8.652916e-01 1.000000e-16 1.851069e-01 
-1.219399e-15 1.000000e+00 -5.044152e-15 2.575710e+00 -3.181511e-14 9.869836e+00 1.000000e-16 3.311567e-01 1.000000e-16 3.276743e-02 1.000000e-16 1.502057e-06 
-2.330652e-16 1.000000e+00 -5.049745e-16 1.252742e+00 -1.087637e-15 1.761412e+00 1.000000e-16 -4.065337e+00 1.000000e-16 1.248639e+00 1.000000e-16 2.719203e-01 
-3.993349e-16 1.000000e+00 -1.026861e-15 1.318127e+00 -2.281914e-15 1.981228e+00 1.000000e-16 -3.143980e+00 1.000000e-16 9.402835e-01 1.000000e-16 1.960323e-01 
-1.075671e-15 1.000000e+00 -2.487217e-15 2.128508e+00 -5.234197e-15 6.136160e+00 1.000000e-16 -7.561430e-02 1.000000e-16 1.346104e-01 1.000000e-16 1.399012e-04 
-2.128631e-17 1.000000e+00 -4.682989e-17 1.161739e+00 -9.365977e-17 1.472770e+00 1.000000e-16 -5.647811e+00 1.000000e-16 1.302787e+00 1.000000e-16 7.063369e-01 
-1.129583e-15 1.000000e+00 -4.808390e-15 2.556864e+00 -2.985339e-14 9.684342e+00 1.000000e-16 3.200252e-01 1.000000e-16 3.518148e-02 1.000000e-16 2.281003e-06 
-5.163661e-16 1.000000e+00 -1.170430e-15 1.343097e+00 -2.478557e-15 2.057450e+00 1.000000e-16 -2.449583e+00 1.000000e-16 3.887153e-01 1.000000e-16 3.087023e-01 
-1.509013e-16 1.000000e+00 -3.018027e-16 1.228772e+00 -6.706726e-16 1.681565e+00 1.000000e-16 -4.298555e+00 1.000000e-16 1.159407e+00 1.000000e-16 3.863986e-01 
-1.700254e-15 1.000000e+00 -1.111507e-14 2.958680e+00 -9.586338e-14 1.439608e+01 1.000000e-16 4.891857e-01 1.000000e-16 1.824189e-03 1.000000e-16 4.606196e-07 
-1.008873e-15 1.000000e+00 -3.462923e-15 2.471066e+00 -1.785400e-14 8.817599e+00 1.000000e-16 2.896904e-01 1.000000e-16 3.488779e-02 1.000000e-16 1.432344e-03 
-3.910370e-16 1.000000e+00 -8.379364e-16 1.305186e+00 -1.899322e-15 1.931324e+00 1.000000e-16 -3.057993e+00 1.000000e-16 7.170759e-01 1.000000e-16 2.910194e-01 
